DATE,SP500,VIX,10yr,2yr,Slope
11/26/2013,1802.75,12.81,2.71,0.29,2.42
11/27/2013,1807.23,12.98,2.74,0.28,2.46
11/28/2013,.,0.00,.,.,#VALUE!
11/29/2013,1805.81,13.70,2.75,0.28,2.47
12/2/2013,1800.90,14.23,2.81,0.3,2.51
12/3/2013,1795.15,14.55,2.79,0.28,2.51
12/4/2013,1792.81,14.70,2.84,0.3,2.54
12/5/2013,1785.03,15.08,2.88,0.3,2.58
12/6/2013,1805.09,13.79,2.88,0.3,2.58
12/9/2013,1808.37,13.49,2.86,0.3,2.56
12/10/2013,1802.62,13.91,2.81,0.3,2.51
12/11/2013,1782.22,15.42,2.86,0.31,2.55
12/12/2013,1775.50,15.54,2.89,0.34,2.55
12/13/2013,1775.32,15.76,2.88,0.34,2.54
12/16/2013,1786.54,16.03,2.89,0.34,2.55
12/17/2013,1781.00,16.21,2.85,0.34,2.51
12/18/2013,1810.65,13.80,2.89,0.32,2.57
12/19/2013,1809.60,14.15,2.94,0.35,2.59
12/20/2013,1818.32,13.79,2.89,0.37,2.52
12/23/2013,1827.99,13.04,2.94,0.38,2.56
12/24/2013,1833.32,12.48,2.99,0.38,2.61
12/25/2013,.,0.00,.,.,#VALUE!
12/26/2013,1842.02,12.33,3.00,0.42,2.58
12/27/2013,1841.40,12.46,3.02,0.4,2.62
12/30/2013,1841.07,13.56,2.99,0.39,2.60
12/31/2013,1848.36,13.72,3.04,0.38,2.66
1/1/2014,.,0.00,.,.,#VALUE!
1/2/2014,1831.98,14.23,3.00,0.39,2.61
1/3/2014,1831.37,13.76,3.01,0.41,2.60
1/6/2014,1826.77,13.55,2.98,0.4,2.58
1/7/2014,1837.88,12.92,2.96,0.4,2.56
1/8/2014,1837.49,12.87,3.01,0.43,2.58
1/9/2014,1838.13,12.89,2.97,0.44,2.53
1/10/2014,1842.37,12.14,2.88,0.39,2.49
1/13/2014,1819.20,13.28,2.84,0.39,2.45
1/14/2014,1838.88,12.28,2.88,0.39,2.49
1/15/2014,1848.38,12.28,2.90,0.41,2.49
1/16/2014,1845.89,12.53,2.86,0.41,2.45
1/17/2014,1838.70,12.44,2.84,0.4,2.44
1/20/2014,.,0.00,.,.,#VALUE!
1/21/2014,1843.80,12.87,2.85,0.4,2.45
1/22/2014,1844.86,12.84,2.87,0.44,2.43
1/23/2014,1828.46,13.77,2.79,0.39,2.40
1/24/2014,1790.29,18.14,2.75,0.37,2.38
1/27/2014,1781.56,17.42,2.78,0.37,2.41
1/28/2014,1792.50,15.80,2.77,0.38,2.39
1/29/2014,1774.20,17.35,2.69,0.36,2.33
1/30/2014,1794.19,17.29,2.72,0.36,2.36
1/31/2014,1782.59,18.41,2.67,0.34,2.33
2/3/2014,1741.89,21.44,2.61,0.3,2.31
2/4/2014,1755.20,19.11,2.64,0.31,2.33
2/5/2014,1751.64,19.95,2.70,0.32,2.38
2/6/2014,1773.43,17.23,2.73,0.33,2.40
2/7/2014,1797.02,15.29,2.71,0.3,2.41
2/10/2014,1799.84,15.26,2.70,0.32,2.38
2/11/2014,1819.75,14.51,2.75,0.35,2.40
2/12/2014,1819.26,14.30,2.80,0.35,2.45
2/13/2014,1829.83,14.14,2.73,0.32,2.41
2/14/2014,1838.63,13.57,2.75,0.32,2.43
2/17/2014,.,0.00,.,.,#VALUE!
2/18/2014,1840.76,13.87,2.71,0.31,2.40
2/19/2014,1828.75,15.50,2.73,0.33,2.40
2/20/2014,1839.78,14.79,2.76,0.34,2.42
2/21/2014,1836.25,14.68,2.73,0.33,2.40
2/24/2014,1847.61,14.23,2.75,0.35,2.40
2/25/2014,1845.12,13.67,2.70,0.34,2.36
2/26/2014,1845.16,14.35,2.67,0.33,2.34
2/27/2014,1854.29,14.04,2.65,0.33,2.32
2/28/2014,1859.45,14.00,2.66,0.33,2.33
3/3/2014,1845.73,16.00,2.60,0.32,2.28
3/4/2014,1873.91,14.10,2.70,0.33,2.37
3/5/2014,1873.81,13.89,2.70,0.33,2.37
3/6/2014,1877.03,14.21,2.74,0.37,2.37
3/7/2014,1878.04,14.11,2.80,0.38,2.42
3/10/2014,1877.17,14.20,2.79,0.37,2.42
3/11/2014,1867.63,14.80,2.77,0.37,2.40
3/12/2014,1868.20,14.47,2.73,0.37,2.36
3/13/2014,1846.34,16.22,2.66,0.34,2.32
3/14/2014,1841.13,17.82,2.65,0.36,2.29
3/17/2014,1858.83,15.64,2.70,0.38,2.32
3/18/2014,1872.25,14.52,2.68,0.36,2.32
3/19/2014,1860.77,15.12,2.78,0.47,2.31
3/20/2014,1872.01,14.52,2.79,0.45,2.34
3/21/2014,1866.52,15.00,2.75,0.45,2.30
3/24/2014,1857.44,15.09,2.74,0.47,2.27
3/25/2014,1865.62,14.02,2.75,0.47,2.28
3/26/2014,1852.56,14.93,2.71,0.45,2.26
3/27/2014,1849.04,14.62,2.69,0.45,2.24
3/28/2014,1857.62,14.41,2.73,0.45,2.28
3/31/2014,1872.34,13.88,2.73,0.44,2.29
4/1/2014,1885.52,13.10,2.77,0.44,2.33
4/2/2014,1890.90,13.09,2.82,0.47,2.35
4/3/2014,1888.77,13.37,2.80,0.46,2.34
4/4/2014,1865.09,13.96,2.74,0.43,2.31
4/7/2014,1845.04,15.57,2.71,0.41,2.30
4/8/2014,1851.96,14.89,2.69,0.4,2.29
4/9/2014,1872.18,13.82,2.71,0.37,2.34
4/10/2014,1833.08,15.89,2.65,0.37,2.28
4/11/2014,1815.69,17.03,2.63,0.37,2.26
4/14/2014,1830.61,16.11,2.65,0.37,2.28
4/15/2014,1842.98,15.61,2.64,0.39,2.25
4/16/2014,1862.31,14.18,2.65,0.39,2.26
4/17/2014,1864.85,13.36,2.73,0.43,2.30
4/18/2014,.,0.00,.,.,#VALUE!
4/21/2014,1871.89,13.25,2.73,0.42,2.31
4/22/2014,1879.55,13.19,2.73,0.45,2.28
4/23/2014,1875.39,13.27,2.70,0.43,2.27
4/24/2014,1878.61,13.32,2.70,0.43,2.27
4/25/2014,1863.40,14.06,2.68,0.43,2.25
4/28/2014,1869.43,13.97,2.70,0.44,2.26
4/29/2014,1878.33,13.71,2.71,0.44,2.27
4/30/2014,1883.95,13.41,2.67,0.42,2.25
5/1/2014,1883.68,13.25,2.63,0.41,2.22
5/2/2014,1881.14,12.91,2.60,0.42,2.18
5/5/2014,1884.66,13.29,2.63,0.43,2.20
5/6/2014,1867.72,13.80,2.61,0.43,2.18
5/7/2014,1878.21,13.40,2.62,0.41,2.21
5/8/2014,1875.63,13.43,2.61,0.4,2.21
5/9/2014,1878.48,12.92,2.62,0.4,2.22
5/12/2014,1896.65,12.23,2.66,0.41,2.25
5/13/2014,1897.45,12.13,2.61,0.39,2.22
5/14/2014,1888.53,12.17,2.54,0.39,2.15
5/15/2014,1870.85,13.17,2.50,0.38,2.12
5/16/2014,1877.86,12.44,2.52,0.38,2.14
5/19/2014,1885.08,12.42,2.54,0.36,2.18
5/20/2014,1872.83,12.96,2.52,0.35,2.17
5/21/2014,1888.03,11.91,2.54,0.37,2.17
5/22/2014,1892.49,12.03,2.56,0.37,2.19
5/23/2014,1900.53,11.36,2.54,0.37,2.17
5/26/2014,.,0.00,.,.,#VALUE!
5/27/2014,1911.91,11.51,2.52,0.39,2.13
5/28/2014,1909.78,11.68,2.44,0.37,2.07
5/29/2014,1920.03,11.57,2.45,0.37,2.08
5/30/2014,1923.57,11.40,2.48,0.37,2.11
6/2/2014,1924.97,11.58,2.54,0.39,2.15
6/3/2014,1924.24,11.87,2.60,0.41,2.19
6/4/2014,1927.88,12.08,2.61,0.41,2.20
6/5/2014,1940.46,11.68,2.59,0.4,2.19
6/6/2014,1949.44,10.73,2.60,0.41,2.19
6/9/2014,1951.27,11.15,2.62,0.43,2.19
6/10/2014,1950.79,10.99,2.64,0.45,2.19
6/11/2014,1943.89,11.60,2.65,0.44,2.21
6/12/2014,1930.11,12.56,2.58,0.42,2.16
6/13/2014,1936.16,12.18,2.60,0.45,2.15
6/16/2014,1937.78,12.65,2.61,0.49,2.12
6/17/2014,1941.99,12.06,2.66,0.51,2.15
6/18/2014,1956.98,10.61,2.61,0.48,2.13
6/19/2014,1959.48,10.62,2.64,0.48,2.16
6/20/2014,1962.87,10.85,2.63,0.5,2.13
6/23/2014,1962.61,10.98,2.63,0.48,2.15
6/24/2014,1949.98,12.13,2.59,0.49,2.10
6/25/2014,1959.53,11.59,2.57,0.48,2.09
6/26/2014,1957.22,11.63,2.53,0.46,2.07
6/27/2014,1960.96,11.26,2.54,0.45,2.09
6/30/2014,1960.23,11.57,2.53,0.47,2.06
7/1/2014,1973.32,11.15,2.58,0.47,2.11
7/2/2014,1974.62,10.82,2.64,0.49,2.15
7/3/2014,1985.44,10.32,2.65,0.52,2.13
7/4/2014,.,0.00,.,.,#VALUE!
7/7/2014,1977.65,11.33,2.63,0.52,2.11
7/8/2014,1963.71,11.98,2.58,0.51,2.07
7/9/2014,1972.83,11.65,2.57,0.51,2.06
7/10/2014,1964.68,12.59,2.55,0.46,2.09
7/11/2014,1967.57,12.08,2.53,0.48,2.05
7/14/2014,1977.10,11.82,2.55,0.48,2.07
7/15/2014,1973.28,11.96,2.56,0.49,2.07
7/16/2014,1981.57,11.00,2.55,0.5,2.05
7/17/2014,1958.12,14.54,2.47,0.47,2.00
7/18/2014,1978.22,12.06,2.50,0.51,1.99
7/21/2014,1973.63,12.81,2.49,0.51,1.98
7/22/2014,1983.53,12.24,2.48,0.49,1.99
7/23/2014,1987.01,11.52,2.48,0.5,1.98
7/24/2014,1987.98,11.84,2.52,0.53,1.99
7/25/2014,1978.34,12.69,2.48,0.53,1.95
7/28/2014,1978.91,12.56,2.50,0.54,1.96
7/29/2014,1969.95,13.28,2.47,0.54,1.93
7/30/2014,1970.07,13.33,2.57,0.56,2.01
7/31/2014,1930.67,16.95,2.58,0.53,2.05
8/1/2014,1925.15,17.03,2.52,0.47,2.05
8/4/2014,1938.99,15.12,2.51,0.47,2.04
8/5/2014,1920.21,16.87,2.49,0.47,2.02
8/6/2014,1920.24,16.37,2.49,0.48,2.01
8/7/2014,1909.57,16.66,2.43,0.44,1.99
8/8/2014,1931.59,15.77,2.44,0.45,1.99
8/11/2014,1936.92,14.23,2.44,0.47,1.97
8/12/2014,1933.75,14.13,2.46,0.45,2.01
8/13/2014,1946.72,12.90,2.43,0.43,2.00
8/14/2014,1955.18,12.42,2.40,0.42,1.98
8/15/2014,1955.06,13.15,2.34,0.42,1.92
8/18/2014,1971.74,12.32,2.39,0.44,1.95
8/19/2014,1981.60,12.21,2.40,0.46,1.94
8/20/2014,1986.51,11.78,2.43,0.49,1.94
8/21/2014,1992.37,11.76,2.41,0.49,1.92
8/22/2014,1988.40,11.47,2.40,0.53,1.87
8/25/2014,1997.92,11.70,2.39,0.53,1.86
8/26/2014,2000.02,11.63,2.39,0.52,1.87
8/27/2014,2000.12,11.78,2.37,0.51,1.86
8/28/2014,1996.74,12.05,2.34,0.5,1.84
8/29/2014,2003.37,11.98,2.35,0.48,1.87
9/1/2014,.,0.00,.,.,#VALUE!
9/2/2014,2002.28,12.25,2.42,0.53,1.89
9/3/2014,2000.72,12.36,2.41,0.52,1.89
9/4/2014,1997.65,12.64,2.45,0.54,1.91
9/5/2014,2007.71,12.09,2.46,0.52,1.94
9/8/2014,2001.54,12.66,2.48,0.54,1.94
9/9/2014,1988.44,13.50,2.50,0.56,1.94
9/10/2014,1995.69,12.88,2.54,0.58,1.96
9/11/2014,1997.45,12.80,2.54,0.58,1.96
9/12/2014,1985.54,13.31,2.62,0.58,2.04
9/15/2014,1984.13,14.12,2.60,0.58,2.02
9/16/2014,1998.98,12.73,2.60,0.55,2.05
9/17/2014,2001.57,12.65,2.62,0.59,2.03
9/18/2014,2011.36,12.03,2.63,0.59,2.04
9/19/2014,2010.40,12.11,2.59,0.59,2.00
9/22/2014,1994.29,13.69,2.57,0.58,1.99
9/23/2014,1982.77,14.93,2.54,0.57,1.97
9/24/2014,1998.30,13.27,2.57,0.59,1.98
9/25/2014,1965.99,15.64,2.52,0.56,1.96
9/26/2014,1982.85,14.85,2.54,0.59,1.95
9/29/2014,1977.80,15.98,2.50,0.58,1.92
9/30/2014,1972.29,16.31,2.52,0.58,1.94
10/1/2014,1946.16,16.71,2.42,0.53,1.89
10/2/2014,1946.17,16.16,2.44,0.53,1.91
10/3/2014,1967.90,14.55,2.45,0.57,1.88
10/6/2014,1964.82,15.46,2.43,0.54,1.89
10/7/2014,1935.10,17.20,2.36,0.52,1.84
10/8/2014,1968.89,15.11,2.35,0.46,1.89
10/9/2014,1928.21,18.76,2.34,0.46,1.88
10/10/2014,1906.13,21.24,2.31,0.45,1.86
10/13/2014,1874.74,24.64,.,.,#VALUE!
10/14/2014,1877.70,22.79,2.21,0.39,1.82
10/15/2014,1862.49,26.25,2.15,0.34,1.81
10/16/2014,1862.76,25.20,2.17,0.35,1.82
10/17/2014,1886.76,21.99,2.22,0.39,1.83
10/20/2014,1904.01,18.57,2.20,0.37,1.83
10/21/2014,1941.28,16.08,2.23,0.38,1.85
10/22/2014,1927.11,17.87,2.25,0.41,1.84
10/23/2014,1950.82,16.53,2.29,0.41,1.88
10/24/2014,1964.58,16.11,2.29,0.41,1.88
10/27/2014,1961.63,16.04,2.27,0.41,1.86
10/28/2014,1985.05,14.39,2.30,0.42,1.88
10/29/2014,1982.30,15.15,2.34,0.48,1.86
10/30/2014,1994.65,14.52,2.32,0.48,1.84
10/31/2014,2018.05,14.03,2.35,0.5,1.85
11/3/2014,2017.81,14.73,2.36,0.52,1.84
11/4/2014,2012.10,14.89,2.35,0.52,1.83
11/5/2014,2023.57,14.17,2.36,0.52,1.84
11/6/2014,2031.21,13.67,2.39,0.54,1.85
11/7/2014,2031.92,13.12,2.32,0.51,1.81
11/10/2014,2038.26,12.67,2.38,0.55,1.83
11/11/2014,2039.68,12.92,.,.,#VALUE!
11/12/2014,2038.25,13.02,2.37,0.55,1.82
11/13/2014,2039.33,13.79,2.35,0.53,1.82
11/14/2014,2039.82,13.31,2.32,0.54,1.78
11/17/2014,2041.32,13.99,2.34,0.54,1.80
11/18/2014,2051.80,13.86,2.32,0.53,1.79
11/19/2014,2048.72,13.96,2.36,0.54,1.82
11/20/2014,2052.75,13.58,2.34,0.53,1.81
11/21/2014,2063.50,12.90,2.31,0.53,1.78
11/24/2014,2069.41,12.62,2.30,0.53,1.77
11/25/2014,2067.03,12.25,2.27,0.51,1.76
11/26/2014,2072.83,12.07,2.24,0.53,1.71
11/27/2014,.,0.00,.,.,#VALUE!
11/28/2014,2067.56,13.33,2.18,0.47,1.71
12/1/2014,2053.44,14.29,2.22,0.49,1.73
12/2/2014,2066.55,12.85,2.28,0.55,1.73
12/3/2014,2074.33,12.47,2.29,0.57,1.72
12/4/2014,2071.92,12.38,2.25,0.55,1.70
12/5/2014,2075.37,11.82,2.31,0.65,1.66
12/8/2014,2060.31,14.21,2.26,0.64,1.62
12/9/2014,2059.82,14.89,2.22,0.64,1.58
12/10/2014,2026.14,18.53,2.18,0.59,1.59
12/11/2014,2035.33,20.08,2.19,0.62,1.57
12/12/2014,2002.33,21.08,2.10,0.56,1.54
12/15/2014,1989.63,20.42,2.12,0.6,1.52
12/16/2014,1972.74,23.57,2.07,0.58,1.49
12/17/2014,2012.89,19.44,2.14,0.62,1.52
12/18/2014,2061.23,16.81,2.22,0.67,1.55
12/19/2014,2070.65,16.49,2.17,0.67,1.50
12/22/2014,2078.54,15.25,2.17,0.71,1.46
12/23/2014,2082.17,14.80,2.26,0.73,1.53
12/24/2014,2081.88,14.37,2.27,0.73,1.54
12/25/2014,.,0.00,.,.,#VALUE!
12/26/2014,2088.77,14.50,2.25,0.73,1.52
12/29/2014,2090.57,15.06,2.22,0.72,1.50
12/30/2014,2080.35,15.92,2.20,0.69,1.51
12/31/2014,2058.90,19.20,2.17,0.67,1.50
1/1/2015,.,0.00,.,.,#VALUE!
1/2/2015,2058.20,17.79,2.12,0.66,1.46
1/5/2015,2020.58,19.92,2.04,0.68,1.36
1/6/2015,2002.61,21.12,1.97,0.65,1.32
1/7/2015,2025.90,19.31,1.96,0.62,1.34
1/8/2015,2062.14,17.01,2.03,0.62,1.41
1/9/2015,2044.81,17.55,1.98,0.59,1.39
1/12/2015,2028.26,19.60,1.92,0.56,1.36
1/13/2015,2023.03,20.56,1.91,0.54,1.37
1/14/2015,2011.27,21.48,1.86,0.51,1.35
1/15/2015,1992.67,22.39,1.77,0.44,1.33
1/16/2015,2019.42,20.95,1.83,0.49,1.34
1/19/2015,.,0.00,.,.,#VALUE!
1/20/2015,2022.55,19.89,1.82,0.53,1.29
1/21/2015,2032.12,18.85,1.87,0.53,1.34
1/22/2015,2063.15,16.40,1.90,0.53,1.37
1/23/2015,2051.82,16.66,1.81,0.52,1.29
1/26/2015,2057.09,15.52,1.83,0.54,1.29
1/27/2015,2029.55,17.22,1.83,0.54,1.29
1/28/2015,2002.16,20.44,1.73,0.5,1.23
1/29/2015,2021.25,18.76,1.77,0.51,1.26
1/30/2015,1994.99,20.97,1.68,0.47,1.21
2/2/2015,2020.85,19.43,1.68,0.49,1.19
2/3/2015,2050.03,17.33,1.79,0.52,1.27
2/4/2015,2041.51,18.33,1.81,0.52,1.29
2/5/2015,2062.52,16.85,1.83,0.52,1.31
2/6/2015,2055.47,17.29,1.95,0.65,1.30
2/9/2015,2046.74,18.55,1.96,0.65,1.31
2/10/2015,2068.59,17.23,2.01,0.67,1.34
2/11/2015,2068.53,16.96,2.00,0.67,1.33
2/12/2015,2088.48,15.34,1.99,0.61,1.38
2/13/2015,2096.99,14.69,2.02,0.66,1.36
2/16/2015,.,0.00,.,.,#VALUE!
2/17/2015,2100.34,15.80,2.14,0.7,1.44
2/18/2015,2099.68,15.45,2.07,0.62,1.45
2/19/2015,2097.45,15.29,2.11,0.67,1.44
2/20/2015,2110.30,14.30,2.13,0.67,1.46
2/23/2015,2109.66,14.56,2.06,0.64,1.42
2/24/2015,2115.48,13.69,1.99,0.6,1.39
2/25/2015,2113.86,13.84,1.96,0.61,1.35
2/26/2015,2110.74,13.91,2.03,0.66,1.37
2/27/2015,2104.50,13.34,2.00,0.63,1.37
3/2/2015,2117.39,13.04,2.08,0.66,1.42
3/3/2015,2107.78,13.86,2.12,0.68,1.44
3/4/2015,2098.53,14.23,2.12,0.66,1.46
3/5/2015,2101.04,14.04,2.11,0.65,1.46
3/6/2015,2071.26,15.20,2.24,0.73,1.51
3/9/2015,2079.43,15.06,2.20,0.7,1.50
3/10/2015,2044.16,16.69,2.14,0.7,1.44
3/11/2015,2040.24,16.87,2.11,0.7,1.41
3/12/2015,2065.95,15.42,2.10,0.67,1.43
3/13/2015,2053.40,16.00,2.13,0.68,1.45
3/16/2015,2081.19,15.61,2.10,0.66,1.44
3/17/2015,2074.28,15.66,2.06,0.7,1.36
3/18/2015,2099.50,13.97,1.93,0.57,1.36
3/19/2015,2089.27,14.07,1.98,0.63,1.35
3/20/2015,2108.10,13.02,1.93,0.6,1.33
3/23/2015,2104.42,13.41,1.92,0.6,1.32
3/24/2015,2091.50,13.62,1.88,0.58,1.30
3/25/2015,2061.05,15.44,1.93,0.59,1.34
3/26/2015,2056.15,15.80,2.01,0.61,1.40
3/27/2015,2061.02,15.07,1.95,0.58,1.37
3/30/2015,2086.24,14.51,1.96,0.58,1.38
3/31/2015,2067.89,15.29,1.94,0.56,1.38
4/1/2015,2059.69,15.11,1.87,0.55,1.32
4/2/2015,2066.96,14.67,1.92,0.55,1.37
4/3/2015,.,0.00,1.85,0.49,1.36
4/6/2015,2080.62,14.74,1.92,0.51,1.41
4/7/2015,2076.33,14.78,1.89,0.52,1.37
4/8/2015,2081.90,13.98,1.92,0.54,1.38
4/9/2015,2091.18,13.09,1.97,0.56,1.41
4/10/2015,2102.06,12.58,1.96,0.57,1.39
4/13/2015,2092.43,13.94,1.94,0.54,1.40
4/14/2015,2095.84,13.67,1.90,0.53,1.37
4/15/2015,2106.63,12.84,1.91,0.51,1.40
4/16/2015,2104.99,12.60,1.90,0.5,1.40
4/17/2015,2081.18,13.89,1.87,0.51,1.36
4/20/2015,2100.40,13.30,1.90,0.55,1.35
4/21/2015,2097.29,13.25,1.92,0.55,1.37
4/22/2015,2107.96,12.71,1.99,0.57,1.42
4/23/2015,2112.93,12.48,1.96,0.55,1.41
4/24/2015,2117.69,12.29,1.93,0.54,1.39
4/27/2015,2108.92,13.12,1.94,0.54,1.40
4/28/2015,2114.76,12.41,2.00,0.56,1.44
4/29/2015,2106.85,13.39,2.06,0.56,1.50
4/30/2015,2085.51,14.55,2.05,0.58,1.47
5/1/2015,2108.29,12.70,2.12,0.6,1.52
5/4/2015,2114.49,12.85,2.16,0.6,1.56
5/5/2015,2089.46,14.31,2.19,0.62,1.57
5/6/2015,2080.15,15.15,2.25,0.65,1.60
5/7/2015,2088.00,15.13,2.18,0.63,1.55
5/8/2015,2116.10,12.86,2.16,0.59,1.57
5/11/2015,2105.33,13.85,2.28,0.62,1.66
5/12/2015,2099.12,13.86,2.28,0.61,1.67
5/13/2015,2098.48,13.76,2.27,0.59,1.68
5/14/2015,2121.10,12.74,2.23,0.56,1.67
5/15/2015,2122.73,12.38,2.14,0.55,1.59
5/18/2015,2129.20,12.73,2.23,0.58,1.65
5/19/2015,2127.83,12.85,2.27,0.63,1.64
5/20/2015,2125.85,12.88,2.26,0.6,1.66
5/21/2015,2130.82,12.11,2.19,0.6,1.59
5/22/2015,2126.06,12.13,2.21,0.64,1.57
5/25/2015,.,0.00,.,.,#VALUE!
5/26/2015,2104.20,14.06,2.14,0.64,1.50
5/27/2015,2123.48,13.27,2.14,0.64,1.50
5/28/2015,2120.79,13.31,2.13,0.62,1.51
5/29/2015,2107.39,13.84,2.12,0.61,1.51
6/1/2015,2111.73,13.97,2.19,0.64,1.55
6/2/2015,2109.60,14.24,2.27,0.64,1.63
6/3/2015,2114.07,13.66,2.38,0.69,1.69
6/4/2015,2095.84,14.71,2.31,0.66,1.65
6/5/2015,2092.83,14.21,2.41,0.73,1.68
6/8/2015,2079.28,15.29,2.39,0.7,1.69
6/9/2015,2080.15,14.47,2.42,0.72,1.70
6/10/2015,2105.20,13.22,2.50,0.75,1.75
6/11/2015,2108.86,12.85,2.39,0.73,1.66
6/12/2015,2094.11,13.78,2.39,0.74,1.65
6/15/2015,2084.43,15.39,2.36,0.72,1.64
6/16/2015,2096.29,14.81,2.32,0.71,1.61
6/17/2015,2100.44,14.50,2.32,0.67,1.65
6/18/2015,2121.24,13.19,2.35,0.66,1.69
6/19/2015,2109.99,13.96,2.26,0.65,1.61
6/22/2015,2122.85,12.74,2.37,0.68,1.69
6/23/2015,2124.20,12.11,2.42,0.7,1.72
6/24/2015,2108.58,13.26,2.38,0.68,1.70
6/25/2015,2102.31,14.01,2.40,0.68,1.72
6/26/2015,2101.49,14.02,2.49,0.72,1.77
6/29/2015,2057.64,18.85,2.33,0.64,1.69
6/30/2015,2063.11,18.23,2.35,0.64,1.71
7/1/2015,2077.42,16.09,2.43,0.69,1.74
7/2/2015,2076.78,16.79,2.40,0.64,1.76
7/3/2015,.,0.00,.,.,#VALUE!
7/6/2015,2068.76,17.01,2.30,0.6,1.70
7/7/2015,2081.34,16.09,2.27,0.58,1.69
7/8/2015,2046.68,19.66,2.22,0.55,1.67
7/9/2015,2051.31,19.97,2.32,0.6,1.72
7/10/2015,2076.62,16.83,2.42,0.65,1.77
7/13/2015,2099.60,13.90,2.44,0.69,1.75
7/14/2015,2108.95,13.37,2.41,0.66,1.75
7/15/2015,2107.40,13.23,2.36,0.64,1.72
7/16/2015,2124.29,12.11,2.36,0.67,1.69
7/17/2015,2126.64,11.95,2.34,0.68,1.66
7/20/2015,2128.28,12.25,2.38,0.71,1.67
7/21/2015,2119.21,12.22,2.35,0.71,1.64
7/22/2015,2114.15,12.12,2.33,0.75,1.58
7/23/2015,2102.15,12.64,2.28,0.71,1.57
7/24/2015,2079.65,13.74,2.27,0.7,1.57
7/27/2015,2067.64,15.60,2.23,0.68,1.55
7/28/2015,2093.25,13.44,2.26,0.69,1.57
7/29/2015,2108.57,12.50,2.29,0.7,1.59
7/30/2015,2108.63,12.13,2.28,0.72,1.56
7/31/2015,2103.84,12.12,2.20,0.67,1.53
8/3/2015,2098.04,12.56,2.16,0.68,1.48
8/4/2015,2093.32,13.00,2.23,0.74,1.49
8/5/2015,2099.84,12.51,2.28,0.73,1.55
8/6/2015,2083.56,13.77,2.23,0.71,1.52
8/7/2015,2077.57,13.39,2.18,0.73,1.45
8/10/2015,2104.18,12.23,2.24,0.73,1.51
8/11/2015,2084.07,13.71,2.15,0.68,1.47
8/12/2015,2086.05,13.61,2.14,0.67,1.47
8/13/2015,2083.39,13.49,2.19,0.72,1.47
8/14/2015,2091.54,12.83,2.20,0.73,1.47
8/17/2015,2102.44,13.02,2.16,0.72,1.44
8/18/2015,2096.92,13.79,2.20,0.74,1.46
8/19/2015,2079.61,15.25,2.12,0.67,1.45
8/20/2015,2035.73,19.14,2.09,0.69,1.40
8/21/2015,1970.89,28.03,2.05,0.64,1.41
8/24/2015,1893.21,40.74,2.01,0.59,1.42
8/25/2015,1867.61,36.02,2.12,0.67,1.45
8/26/2015,1940.51,30.32,2.18,0.67,1.51
8/27/2015,1987.66,26.10,2.18,0.68,1.50
8/28/2015,1988.87,26.05,2.19,0.72,1.47
8/31/2015,1972.18,28.43,2.21,0.74,1.47
9/1/2015,1913.85,31.40,2.17,0.7,1.47
9/2/2015,1948.86,26.09,2.20,0.72,1.48
9/3/2015,1951.13,25.61,2.18,0.71,1.47
9/4/2015,1921.22,27.80,2.13,0.71,1.42
9/7/2015,.,0.00,.,.,#VALUE!
9/8/2015,1969.41,24.90,2.20,0.74,1.46
9/9/2015,1942.04,26.23,2.21,0.75,1.46
9/10/2015,1952.29,24.37,2.23,0.75,1.48
9/11/2015,1961.05,23.20,2.20,0.71,1.49
9/14/2015,1953.03,24.25,2.18,0.73,1.45
9/15/2015,1978.09,22.54,2.28,0.82,1.46
9/16/2015,1995.31,21.35,2.30,0.82,1.48
9/17/2015,1990.20,21.14,2.21,0.7,1.51
9/18/2015,1958.03,22.28,2.13,0.69,1.44
9/21/2015,1966.97,20.14,2.20,0.72,1.48
9/22/2015,1942.74,22.44,2.14,0.69,1.45
9/23/2015,1938.76,22.13,2.16,0.7,1.46
9/24/2015,1932.24,23.47,2.13,0.67,1.46
9/25/2015,1931.34,23.62,2.17,0.7,1.47
9/28/2015,1881.77,27.63,2.10,0.67,1.43
9/29/2015,1884.09,26.83,2.05,0.64,1.41
9/30/2015,1920.03,24.50,2.06,0.64,1.42
10/1/2015,1923.82,22.55,2.05,0.64,1.41
10/2/2015,1951.36,20.94,1.99,0.58,1.41
10/5/2015,1987.05,19.54,2.07,0.61,1.46
10/6/2015,1979.92,19.40,2.05,0.61,1.44
10/7/2015,1995.83,18.40,2.08,0.65,1.43
10/8/2015,2013.43,17.42,2.12,0.65,1.47
10/9/2015,2014.89,17.08,2.12,0.65,1.47
10/12/2015,2017.46,16.17,.,.,#VALUE!
10/13/2015,2003.69,17.67,2.06,0.64,1.42
10/14/2015,1994.24,18.03,1.99,0.57,1.42
10/15/2015,2023.86,16.05,2.04,0.61,1.43
10/16/2015,2033.11,15.05,2.04,0.61,1.43
10/19/2015,2033.66,14.98,2.04,0.61,1.43
10/20/2015,2030.77,15.75,2.08,0.66,1.42
10/21/2015,2018.94,16.70,2.04,0.64,1.40
10/22/2015,2052.51,14.45,2.04,0.61,1.43
10/23/2015,2075.15,14.46,2.09,0.66,1.43
10/26/2015,2071.18,15.29,2.07,0.66,1.41
10/27/2015,2065.89,15.43,2.05,0.65,1.40
